,val_loss,val_output_loss,val_auxilliary_output_1_loss,val_auxilliary_output_2_loss,val_output_acc,val_auxilliary_output_1_acc,val_auxilliary_output_2_acc,loss,output_loss,auxilliary_output_1_loss,auxilliary_output_2_loss,output_acc,auxilliary_output_1_acc,auxilliary_output_2_acc,lr
0,0.9068301047815827,0.6047875679070673,0.5210895578884042,0.48571884293802337,0.4889009204114781,0.7659267287804232,0.7592492332270894,0.9290519532909393,0.5943400101024855,0.5514977678795374,0.5642086567391756,0.7041479595175762,0.7087716947354046,0.6947664680121803,0.009999999776482582
1,0.3979480009800991,0.23212861823833414,0.2931630410048274,0.2595682147069434,0.8844973840151554,0.8404620112849581,0.8646453704844311,0.44215996228225873,0.2673778377065452,0.30394896997496706,0.2786580885280627,0.8907726328685937,0.8776385446763635,0.8928499631641107,0.009999999776482582
2,0.11458846329136717,0.06404027224569958,0.09767521406323702,0.07081874287331756,0.979065151039045,0.9700415090971573,0.9770799496397174,0.18954201834341847,0.10766185976798043,0.15274786753269803,0.12018598417751429,0.9640152784931766,0.9509482008278278,0.9616699055149769,0.009999999776482582
3,0.11359557080015532,0.065386534432355,0.09202495072170772,0.06867183197442321,0.9743728568850388,0.9655296879541011,0.9747338025627144,0.14991423487064148,0.08669332565494735,0.11614709598468662,0.09458925912373509,0.971252429092297,0.9627420760100531,0.9700462373078034,0.009999999776482582
4,0.1822245534189399,0.1148764364820617,0.10555188751326862,0.11894182722961846,0.963183540877098,0.9599350297780184,0.9606569211333694,0.07797351529257456,0.041771727552382704,0.07053000264302628,0.05014261742201918,0.9850566240671228,0.9771493667053776,0.9837834216918414,0.009999999776482582
5,0.06486875594517445,0.0356451375485596,0.05789148314450756,0.03952057266927566,0.9862840647646676,0.9799675155774584,0.9848402822260778,0.08821730627927657,0.049971977773144396,0.07017111698176645,0.05731330792605777,0.982376197879359,0.9761442070567143,0.9804328888932302,0.009999999776482582
6,0.09717784761209992,0.05618548741776942,0.0737545639108426,0.0628866258429784,0.9817722425351524,0.9781627871890809,0.9799675141467749,0.060183765208779876,0.03225892648944117,0.055114281701852307,0.03796850828710897,0.988675199420604,0.981035984785477,0.9860617838875343,0.009999999776482582
7,0.048388444536688786,0.02684712228683751,0.040343935595530504,0.03146046957754418,0.9893521030249094,0.9841183905265022,0.987366901797694,0.05229235365702241,0.02801725888105673,0.04787879605711221,0.03303818314481714,0.9902164444785683,0.9853916774044996,0.9880721035283572,0.009600000455975533
8,0.15350095605542569,0.06364378439989617,0.21545520794346454,0.0840686967260591,0.9787042058777065,0.9370149791380533,0.972026709410026,0.05707366742427856,0.031128677144543794,0.05051483332078323,0.0359684629644768,0.989077263412675,0.981907123124752,0.9880050927019148,0.009600000455975533
9,0.061425622786934614,0.03388710543019147,0.05265579629585919,0.03913925946734683,0.9879083197978704,0.981591770438549,0.9855621728929796,0.0535116075679579,0.02671261515501061,0.05766410406813468,0.031665866410557325,0.9905514978159451,0.9820411446697949,0.9894793271051849,0.009600000455975533
