,auxilliary_output_1_acc,auxilliary_output_1_loss,auxilliary_output_2_acc,auxilliary_output_2_loss,loss,output_acc,output_loss,val_auxilliary_output_1_acc,val_auxilliary_output_1_loss,val_auxilliary_output_2_acc,val_auxilliary_output_2_loss,val_loss,val_output_acc,val_output_loss
0,0.713084702998136,0.5502820906385911,0.7067003793571752,0.5562589013998487,0.9162242094876643,0.6960176990095494,0.5842618940527611,0.8472316001493492,0.40655796422015,0.8107697500883124,0.4164793284095517,0.6616035158532765,0.8126266035656926,0.41469232018616936
1,0.849557522063611,0.3696502448560013,0.8603034134459706,0.3526048848210032,0.5799515835856065,0.856700379161256,0.3632750363325801,0.841998649681846,0.32664225480389064,0.8538149897912158,0.31380598004567795,0.5575963345775726,0.8538149897912158,0.3654618540968668
2,0.9032869786137124,0.2622892066930549,0.9089127687527768,0.24153034347762953,0.39169306846243696,0.9098609356301472,0.24054719745999792,0.9510465899808113,0.15374600318820794,0.9610060768945244,0.11206097283088058,0.18252132002925808,0.9662390276035049,0.10277922337800566
3,0.9441213653150913,0.16637954898790824,0.9505056890012642,0.14671958465359908,0.23716737747418443,0.9523388115856349,0.1432376336640715,0.9750168804056656,0.08296812134546497,0.9795746116683259,0.06540341679306146,0.10519505977872093,0.980756245699386,0.06068359623278902
4,0.9542983563751095,0.1369518208669501,0.9611883690173345,0.11815858255746844,0.19346038668255136,0.9606826800612824,0.11692726361917334,0.9150911547459919,0.2538443922010489,0.9274139093596093,0.19739303289636578,0.3239940962704511,0.9334908844569823,0.1886228636048035
5,0.9559418456744304,0.12769334064478668,0.9651706699475024,0.10511858154243675,0.17175366168302472,0.9654235144481346,0.10191008129478556,0.9783929776372658,0.0727952087271624,0.9792370018646734,0.06826115877522881,0.10809239877952587,0.9800810261725735,0.0657754867292996
6,0.9679519596051627,0.08875789206413795,0.9729456384926469,0.07429857304891956,0.11981872450160015,0.9750948167480199,0.07090178262607186,0.9707967590673963,0.08959439399876681,0.9797434165299059,0.06245822237602043,0.11639503061087207,0.9797434165299059,0.07077924311563503
7,0.9755372945186311,0.07565093400562005,0.9793931731080587,0.06157841883722208,0.1006470312643443,0.980025284359639,0.0594782233963498,0.9743416609593455,0.08853564303240045,0.9821066845920261,0.05696209566384695,0.1019594227136751,0.9826130991767662,0.05831009908192549
8,0.9795195954035869,0.05753939452989665,0.9857774967942317,0.044700487177023095,0.07234015567640288,0.9869152970470761,0.04166819008276827,0.9885212693320666,0.03831759217942912,0.9898717082247067,0.031178485914048596,0.051160570397560536,0.9900405130862868,0.030311746654842125
9,0.9807206067815893,0.05700669392811514,0.9841972186200688,0.04753209356072579,0.07634035503743723,0.984386852040755,0.04497871840497486,0.9854827818236264,0.051520068940482056,0.9876772450241665,0.039025423732623306,0.06733156043902834,0.9875084401625865,0.04016791132154857
10,0.9783185841762914,0.06430394136724822,0.9826169404911181,0.0542343222141718,0.0874715475721094,0.9828065738665922,0.05191006696254354,0.9868332207162666,0.05010106533282838,0.9891964887783867,0.03881859322563367,0.06326091603440742,0.9888588790552266,0.0365850180588728
11,0.9839443741646489,0.048078168868340376,0.9871049304225502,0.039580719851136356,0.06390040116349303,0.9876738305489725,0.037602734113613666,0.9891964887783867,0.029941982977660743,0.9900405130862868,0.02572986614374113,0.04200360112541193,0.9907157325326068,0.025302045952823017
12,0.9625158027963602,0.1289737657937027,0.9658027813045776,0.113889609946011,0.18618006517100424,0.964348925425943,0.1133210491845867,0.9350101282916948,0.20174277033895796,0.9409182983665029,0.17367970535077612,0.300523616270408,0.9456448344907432,0.1878968688202198
13,0.9826169405815424,0.056635952476463865,0.9842604298356511,0.051136395257489115,0.08338245685894029,0.9841340075401229,0.05105075168690624,0.9795746116683259,0.05502862588909331,0.9821066845920261,0.049272457873455015,0.08365183617922199,0.9816002700072861,0.05236151058838063
14,0.9839443742098609,0.048065332405259724,0.986472819216182,0.03974065369185809,0.06486335930410966,0.9874209860935524,0.03852156258874612,0.9773801484677858,0.06231759258927645,0.9863268061315265,0.034468548149776006,0.06356951875573151,0.9864956109931065,0.034533675178976014
15,0.9833122629130685,0.052308806738381744,0.9872945638432364,0.04085551849536965,0.0670659507816721,0.9878634639244466,0.03911665191664331,0.9839635380694063,0.04735785114008539,0.9846387575157264,0.042041441193007685,0.06868579107349906,0.9839635380694063,0.04186600186358345
16,0.9871049304225502,0.03983027188321658,0.9890644753024491,0.03227026868945956,0.052911913327109796,0.9897597976791874,0.03128175015564815,0.9905469276710268,0.02610432720824241,0.992234976286827,0.023481075198544914,0.03729818761851802,0.9915597568405069,0.022422566587340584
17,0.9877370417193426,0.03890620495431719,0.9898862199747156,0.03123169596367027,0.05055289853142878,0.9903919089759797,0.029511527499765648,0.9873396353010065,0.04397548952471316,0.9885212693320666,0.03933082098879579,0.06527086379035432,0.9886900741936466,0.04027896969101865
18,0.9898862200349984,0.031860018650590245,0.9919721872104255,0.025273926066312416,0.040793726944591845,0.9927939315963484,0.02365354263469784,0.9849763672388864,0.047607633610338394,0.9817690747883737,0.05435504570444901,0.08729891735584973,0.9802498310341535,0.05671011322872194
19,0.9810366624525917,0.05659155386044407,0.9845764854614412,0.047700009460993086,0.0779231749500905,0.9845764854614412,0.04663570450551752,0.9885212693320666,0.02883773270911417,0.9913909519789269,0.025064687484184847,0.040914184555340904,0.9912221471173469,0.024743457930382646
20,0.9891908975979773,0.03155156877515873,0.9923514538558786,0.024138472678537765,0.039390270010004225,0.9927307206068268,0.022683256727263013,0.9846387575157264,0.03889442648006645,0.9853139769620464,0.03839065997303538,0.06423354081452336,0.9853139769620464,0.04104801427364188
21,0.9888748419721871,0.03261047287122376,0.990960809102402,0.026776168853758015,0.04259313326328993,0.9920986093552465,0.024777139957779935,0.9885212693320666,0.0317392373214816,0.9890276839168067,0.029581271069203576,0.046864249081345205,0.9893652936399667,0.028468096352092402
22,0.9891908975979773,0.03402946355979885,0.9927939317319848,0.02225299872253114,0.036829776549064254,0.9934260429835651,0.019945037329402268,0.9888588790552266,0.03546749522744764,0.9890276839168067,0.036865799688431636,0.061888135028883545,0.985651586604714,0.040188145709955395
23,0.9905815423062417,0.029039259356188715,0.9927939317319848,0.02108703523258503,0.0343341361997383,0.993236409608091,0.01929624726007988,0.992403781148407,0.02208853923513791,0.992572586009987,0.020647575617198762,0.033078515104783456,0.993247805456307,0.02025768028196151
24,0.991213653557822,0.026013858904579346,0.9936156763138271,0.01938484156205214,0.0314485920063313,0.9946270543163556,0.01782898154255714,0.9905469276710268,0.027476517062264467,0.9900405130862868,0.02670958888975452,0.04371777855508799,0.9900405130862868,0.027461946116235914
25,0.9907079644661335,0.026536068524670813,0.9940581541447211,0.018128872767335696,0.030176206882548542,0.9948166876918296,0.01677672399087855,0.992572586009987,0.02376214510105314,0.992910195733147,0.023497399727352954,0.038396264677949044,0.992741390871567,0.024218401188064797
