,auxilliary_output_1_acc,auxilliary_output_1_loss,auxilliary_output_2_acc,auxilliary_output_2_loss,loss,output_acc,output_loss,val_auxilliary_output_1_acc,val_auxilliary_output_1_loss,val_auxilliary_output_2_acc,val_auxilliary_output_2_loss,val_loss,val_output_acc,val_output_loss
0,0.7471291526809125,0.4489974617798924,0.7276593733248484,0.4597189335146257,0.773751515929457,0.7360710741655514,0.5011365886882034,0.9593908630358478,0.10165885325313219,0.9606214430383161,0.10098477547543908,0.1622397524497084,0.9603137980606203,0.10144666167355156
1,0.9600680497140966,0.11118029995102845,0.9598790227304947,0.11022972776928841,0.17558630587028132,0.9596427390009924,0.10916329434160969,0.9664666976145352,0.08537944497497903,0.9669281650810787,0.08314650197603797,0.13193542321857682,0.9653899401467574,0.08137763727561197
2,0.9666839941852311,0.09135820335974783,0.9669675346606339,0.08844402687002922,0.14197430130764846,0.9668257644229324,0.08803363082729138,0.9707737273022755,0.07853050087575013,0.9680049225488565,0.07856030315229515,0.12321132496446302,0.969696969926183,0.0760840826290073
3,0.971976749681017,0.07760755852701733,0.973063654836728,0.07256822056158548,0.11610412873096408,0.9730163980908275,0.07105139344979941,0.9773880942310486,0.06351053494248936,0.9783110290724504,0.0609793376531111,0.0941706641481631,0.9792339640055376,0.05682370013006833
4,0.9736307358072507,0.07263362651401159,0.9762771135326099,0.06614816345140302,0.10694336473384092,0.9767496809916146,0.06530882672188745,0.9775419168115818,0.058405532607792375,0.9769266268561902,0.059371196249277294,0.09569816715147766,0.9763113369007987,0.06036514760214372
5,0.9742450734842398,0.06964754918473558,0.9767969378079332,0.06392615695617909,0.10307185410189948,0.9764661405162118,0.06299974056406432,0.9707737271189048,0.07748611041236829,0.9549300107675742,0.10790491134854895,0.16902231064193446,0.9536994308567912,0.11340500247146011
6,0.9776475591890742,0.06188569956268844,0.979301545295591,0.057607978336469204,0.09377982340779309,0.9788762345824866,0.05793171835583147,0.9847715736040609,0.042553151258160164,0.9864636210272302,0.03761021002618244,0.060155476821814845,0.9872327334714694,0.036106467689677596
7,0.979159775102957,0.0589696850074351,0.9788289778816537,0.05539784786054596,0.08888926327067993,0.97826189686043,0.05457900238739318,0.9832333488072675,0.047956750924597155,0.9840024612515069,0.047462412115336014,0.07838847302960499,0.9846177511610558,0.04976272278898974
8,0.983365625443032,0.04633357416456214,0.9855394357995215,0.04142503868310518,0.06666924200896071,0.9862955437339291,0.040341657573852524,0.9880018458698662,0.03604773816464498,0.9898477157360406,0.03032718122050159,0.05035120630893244,0.9889247808029534,0.030438729870014055
9,0.9818534096192842,0.047828824092406,0.9840744766315391,0.04195112012543957,0.0677571805497434,0.9844525306438106,0.04082319613256187,0.9846177512068984,0.04225030673332277,0.9889247808487961,0.03610923469875743,0.05959069897953482,0.9880018459157088,0.03608283532161361
10,0.9862010301970606,0.04081688137574213,0.987524219082274,0.035669522978589704,0.05762637617568847,0.9873824488445726,0.034680453657996206,0.9856945086288335,0.038515408950720434,0.9896938932471927,0.030271462711063353,0.051451374374248675,0.9886171358252577,0.03081531226096328
